Reference;LeftContext;Keyword;RightContext
05 - À un dîner d'athées;ne parlait partout que de la petite Hauteclaire;Stassin;, qui, plus tard, devait devenir Mademoiselle Hauteclaire Stassin.
05 - À un dîner d'athées;, qui, plus tard, devait devenir;Mademoiselle;Hauteclaire Stassin. C'était surtout, comme vous vous en doutez
05 - À un dîner d'athées;qui, plus tard, devait devenir Mademoiselle;Hauteclaire;Stassin. C'était surtout, comme vous vous en doutez,
05 - À un dîner d'athées;, plus tard, devait devenir Mademoiselle Hauteclaire;Stassin;. C'était surtout, comme vous vous en doutez, de
05 - À un dîner d'athées;fût avec les pères, la fille de;Stassin;, dit La Pointe-au- corps, ne pouvait décemment aller, une
05 - À un dîner d'athées;et elles auraient voulu voir de près cette;Saint-Georges;femelle, dont la beauté, disaient -ils, égalait le talent
05 - À un dîner d'athées;La Pointe-au-corps, qui avait, sous l';Empire;, servi dans les hussards, et qui, avec sa salle
05 - À un dîner d'athées;il se promenait souvent à cheval, avec;Hauteclaire;, dans les routes qui rayonnent de la ville et qui l'
05 - À un dîner d'athées;et se précipiter aux portières dès que Mlle;Hauteclaire;Stassin apparaissait, trottant ou galopant dans la perspective d'une route
05 - À un dîner d'athées;se précipiter aux portières dès que Mlle Hauteclaire;Stassin;apparaissait, trottant ou galopant dans la perspective d'une route,
05 - À un dîner d'athées;un voile gros bleu trop épais. Mlle;Hauteclaire;Stassin n'était guère connue que des hommes de la ville de
05 - À un dîner d'athées;voile gros bleu trop épais. Mlle Hauteclaire;Stassin;n'était guère connue que des hommes de la ville de V
05 - À un dîner d'athées;, qui excitait les imaginations curieuses ?...;Cela;"était bien possible ; mais qui le savait ? qui pouvait le"
05 - À un dîner d'athées;moment où réellement cette histoire commence. Mlle;Hauteclaire;avait environ dix-sept ans. L'ancien beau, La Pointe- au-corps
05 - À un dîner d'athées;, et tué moralement par la Révolution de;Juillet;, laquelle fit partir les nobles en deuil pour leurs châteaux et
05 - À un dîner d'athées;d'armes, -- par le vicomte de;Taillebois;et le chevalier de Mesnilgrand, -- un jeune homme du pays
05 - À un dîner d'athées;le vicomte de Taillebois et le chevalier de;Mesnilgrand;, -- un jeune homme du pays élevé au loin, et
05 - À un dîner d'athées;, mort récemment. C'était le comte;Serlon;de Savigny, le prétendu (disait la ville de V...
05 - À un dîner d'athées;récemment. C'était le comte Serlon de;Savigny;, le prétendu (disait la ville de V... dans son
05 - À un dîner d'athées;son langage de petite ville) de Mlle;Delphine;de Cantor. Le comte de Savigny était certainement un des plus
05 - À un dîner d'athées;de petite ville) de Mlle Delphine de;Cantor;. Le comte de Savigny était certainement un des plus brillants et
05 - À un dîner d'athées;Mlle Delphine de Cantor. Le comte de;Savigny;était certainement un des plus brillants et des plus piaffants jeunes gens
05 - À un dîner d'athées;On lui avait beaucoup parlé de la fameuse;Hauteclaire;Stassin, et il avait voulu voir ce miracle. Il la
05 - À un dîner d'athées;lui avait beaucoup parlé de la fameuse Hauteclaire;Stassin;, et il avait voulu voir ce miracle. Il la trouva
05 - À un dîner d'athées;, qui mettaient en relief ses formes de;Pallas;de Velletri, et dans son corsage de maroquin noir, qui
05 - À un dîner d'athées;mettaient en relief ses formes de Pallas de;Velletri;, et dans son corsage de maroquin noir, qui pinçait,
05 - À un dîner d'athées;, -- une de ces tailles que les;Circassiennes;n'obtiennent qu'en emprisonnant leurs jeunes filles dans une ceinture de
05 - À un dîner d'athées;développement seul de leur corps doit briser.;Hauteclaire;Stassin était sérieuse comme une Clorinde. Il la regarda donner sa
05 - À un dîner d'athées;seul de leur corps doit briser. Hauteclaire;Stassin;était sérieuse comme une Clorinde. Il la regarda donner sa leçon
05 - À un dîner d'athées;briser. Hauteclaire Stassin était sérieuse comme une;Clorinde;. Il la regarda donner sa leçon, et il lui demanda
05 - À un dîner d'athées;Tancrède de la situation, le comte de;Savigny;! Mlle Hauteclaire Stassin plia à plusieurs reprises son épée en faucille
05 - À un dîner d'athées;situation, le comte de Savigny ! Mlle;Hauteclaire;Stassin plia à plusieurs reprises son épée en faucille sur le coeur
05 - À un dîner d'athées;, le comte de Savigny ! Mlle Hauteclaire;Stassin;plia à plusieurs reprises son épée en faucille sur le coeur du
05 - À un dîner d'athées;épée en faucille sur le coeur du beau;Serlon;, et elle ne fut pas touchée une seule fois. --
05 - À un dîner d'athées;-- On ne peut pas vous toucher,;Mademoiselle;, -- lui dit -il, avec beaucoup de grâce. --
05 - À un dîner d'athées;, du reste, que le comte de;Savigny;vint, tous les jours, prendre une leçon d'armes à
05 - À un dîner d'athées;l'amour de l'escrime expliquait tout.;Savigny;ne fit de confidences à personne. Il évita même de venir
05 - À un dîner d'athées;qui ne manquait pas de profondeur, ce;Savigny;... Ce qui se passa entre lui et Hauteclaire, s'il
05 - À un dîner d'athées;... Ce qui se passa entre lui et;Hauteclaire;, s'il se passa quelque chose, aucun, à cette
05 - À un dîner d'athées;s'en douta. Son mariage avec Mlle;Delphine;de Cantor, arrêté par les parents des deux familles, il
05 - À un dîner d'athées;douta. Son mariage avec Mlle Delphine de;Cantor;, arrêté par les parents des deux familles, il y avait
05 - À un dîner d'athées;trois mois après le retour du comte de;Savigny;"; et même ce fut là pour lui une occasion de vivre"
05 - À un dîner d'athées;leçon... Comme tout le monde, Mlle;Hauteclaire;entendit, à l'église paroissiale de V..., proclamer les
05 - À un dîner d'athées;..., proclamer les bans du comte de;Savigny;"et de Mlle de Cantor ; mais, ni son attitude,"
05 - À un dîner d'athées;du comte de Savigny et de Mlle de;Cantor;"; mais, ni son attitude, ni sa physionomie, ne"
05 - À un dîner d'athées;qui sommeillait, d'une liaison possible entre;Savigny;et la belle Hauteclaire. Le mariage célébré, la comtesse alla
05 - À un dîner d'athées;une liaison possible entre Savigny et la belle;Hauteclaire;. Le mariage célébré, la comtesse alla s'établir à son
05 - À un dîner d'athées;instants, sa salle se rouvrit. Mlle;Hauteclaire;"Stassin annonça qu'elle continuerait les leçons de son père ; et"
05 - À un dîner d'athées;, sa salle se rouvrit. Mlle Hauteclaire;Stassin;"annonça qu'elle continuerait les leçons de son père ; et,"
05 - À un dîner d'athées;, aura toujours sur l'homme, en;France;, un avantage marqué. Or, Mlle Hauteclaire Stassin, pour
05 - À un dîner d'athées;, un avantage marqué. Or, Mlle;Hauteclaire;Stassin, pour ce qu'elle faisait, le faisait beaucoup mieux
05 - À un dîner d'athées;un avantage marqué. Or, Mlle Hauteclaire;Stassin;, pour ce qu'elle faisait, le faisait beaucoup mieux.
05 - À un dîner d'athées;en souffrît. Pas plus à propos de;Savigny;qu'à propos de personne, la réputation de Mlle Hauteclaire Stassin
05 - À un dîner d'athées;propos de personne, la réputation de Mlle;Hauteclaire;"Stassin ne fut effleurée... "" Il parait pourtant que c'est"
05 - À un dîner d'athées;de personne, la réputation de Mlle Hauteclaire;Stassin;"ne fut effleurée... "" Il parait pourtant que c'est une"
05 - À un dîner d'athées;, sur le chapitre de la vertu de;Hauteclaire;, de la même opinion que toute la ville. J'allais
05 - À un dîner d'athées;et après le mariage de M. de;Savigny;, je n'y avais jamais vu qu'une jeune fille grave
05 - À un dîner d'athées;de canon et cassa les vitres... --;Mademoiselle;Hauteclaire Stassin a disparu ! Elle avait disparu : pourquoi ?...
05 - À un dîner d'athées;canon et cassa les vitres... -- Mademoiselle;Hauteclaire;Stassin a disparu ! Elle avait disparu : pourquoi ?... comment
05 - À un dîner d'athées;et cassa les vitres... -- Mademoiselle Hauteclaire;Stassin;a disparu ! Elle avait disparu : pourquoi ?... comment ?
05 - À un dîner d'athées;, que rien n'expliquait, car Mlle;Hauteclaire;avait disparu sans dire un mot ou laisser un mot à personne
05 - À un dîner d'athées;pour expliquer qu'on a disparu. --;Elle;avait disparu de la plus radicale manière. Elle avait fait,
05 - À un dîner d'athées;fière s'en était -elle allée ?...;Qui;l'avait enlevée ? Car, bien sûr, elle avait été
05 - À un dîner d'athées;Enfin, on perdait, en perdant Mlle;Stassin;, qui n'était plus alors que cette Stassin, une salle
05 - À un dîner d'athées;faire passer sur la mémoire de cette irréprochable;Hauteclaire;, le torrent plus ou moins fangeux de toutes les suppositions !
05 - À un dîner d'athées;, comme son parrain, le comte d';Avice;, l'avaient vue enfant, et qui, d'ailleurs,
05 - À un dîner d'athées;d'armes qu'elle y avait mise,;Hauteclaire;Stassin, en disparaissant, n'eut personne pour elle. Elle
05 - À un dîner d'athées;armes qu'elle y avait mise, Hauteclaire;Stassin;, en disparaissant, n'eut personne pour elle. Elle avait
05 - À un dîner d'athées;vivre un mois ou deux d'hiver à;Paris;, et deux ou trois d'entre eux prétendirent l'y avoir
05 - À un dîner d'athées;-- au spectacle, -- ou, aux;Champs-Elysées;, à cheval, -- accompagnée ou seule, -- mais ils
05 - À un dîner d'athées;termes, après la disparition de cette fameuse;Hauteclaire;, la ville de V... tomba dans la langueur de vie
05 - À un dîner d'athées;ou dans leurs bois, le comte de;Savigny;comme tous les autres. Il vint de moins en moins à
05 - À un dîner d'athées;lui non plus ne me parlait jamais de;Hauteclaire;et des temps où nous nous étions rencontrés chez elle, et
05 - À un dîner d'athées;, et qui est le mien. --;C';était lui qui l'avait enlevée ! « Eh bien ! pas
05 - À un dîner d'athées;de vue du secret, le comte de;Savigny;, depuis son mariage, n'avait pas bougé de son château
05 - À un dîner d'athées;n'avait pas bougé de son château de;Savigny;. Il y vivait, au su de tout le monde,
05 - À un dîner d'athées;on le citait et on le cotait,;Savigny;, comme un de ces maris qu'il faut brûler, tant
05 - À un dîner d'athées;plus d'un an après la disparition de;Hauteclaire;Stassin, -- je n'avais été appelé, en termes pressants
05 - À un dîner d'athées;d'un an après la disparition de Hauteclaire;Stassin;, -- je n'avais été appelé, en termes pressants,
05 - À un dîner d'athées;, en termes pressants, au château de;Savigny;, dont la châtelaine était malade. Je partis immédiatement, et
05 - À un dîner d'athées;plus grand honneur au goût des comtes de;Savigny;. Une seule lampe éclairait cette grande pièce, et sa lumière
05 - À un dîner d'athées;jours déjà qu'elle était malade, et;Savigny;#NOME?
05 - À un dîner d'athées;que je ne soupçonnais pas au château de;Savigny;, et dont la vue m'étonna jusqu'à l'éblouissement.
05 - À un dîner d'athées;étonna jusqu'à l'éblouissement. C'était;Hauteclaire;! » -- Diable ! voilà qui est osé ! -- dis
05 - À un dîner d'athées;, la porte s'était ouverte : --;Eulalie;, et ma potion ? -- dit, d'un ton bref
05 - À un dîner d'athées;la comtesse impatiente. -- La voici,;Madame;! -- fit une voix que je crus reconnaître, et qui
05 - À un dîner d'athées;tracé par la lampe autour du lit,;Hauteclaire;"Stassin ; -- oui, Hauteclaire elle -même ! -- tenant,"
05 - À un dîner d'athées;par la lampe autour du lit, Hauteclaire;Stassin;"; -- oui, Hauteclaire elle -même ! -- tenant, dans"
05 - À un dîner d'athées;"lit, Hauteclaire Stassin ; -- oui,";Hauteclaire;elle -même ! -- tenant, dans ses belles mains, un
05 - À un dîner d'athées;qu'une telle vue ! Eulalie !...;Heureusement;, ce nom d'Eulalie prononcé si naturellement me dit tout,
05 - À un dîner d'athées;attitude passive de médecin et d'observateur.;Hauteclaire;, devenue Eulalie, et la femme de chambre de la comtesse
05 - À un dîner d'athées;médecin et d'observateur. Hauteclaire, devenue;Eulalie;, et la femme de chambre de la comtesse de Savigny !
05 - À un dîner d'athées;la femme de chambre de la comtesse de;Savigny;!... Son déguisement -- si tant est qu'une femme pareille
05 - À un dîner d'athées;, et quand elle eut fini : --;C';est bien, -- dit -elle. -- Remportez cela. Et
05 - À un dîner d'athées;dit -elle. -- Remportez cela. Et;Hauteclaire-Eulalie;se retourna, avec cette tournure que j'aurais reconnue entre les
05 - À un dîner d'athées;entre les vingt mille tournures des filles d';Assuérus;, et elle remporta le plateau. J'avoue que je demeurai
05 - À un dîner d'athées;demeurai un instant sans regarder le comte de;Savigny;, car je sentais ce que mon regard pouvait être pour lui
05 - À un dîner d'athées;Heureux d'être délivré d'une inquiétude,;Savigny;"m'avait dit : "" Jusqu'à nouvel ordre, docteur,"
05 - À un dîner d'athées;?... Datait -elle de la disparition de;Hauteclaire;?... Y avait -il déjà plus d'un an que la
05 - À un dîner d'athées;-elle de la disparition de Hauteclaire ?...;Y;avait -il déjà plus d'un an que la chose durait et
05 - À un dîner d'athées;un an que la chose durait et que;Hauteclaire;Stassin était femme de chambre chez la comtesse de Savigny ? Comment
05 - À un dîner d'athées;an que la chose durait et que Hauteclaire;Stassin;était femme de chambre chez la comtesse de Savigny ? Comment,
05 - À un dîner d'athées;était femme de chambre chez la comtesse de;Savigny;? Comment, excepté moi, qu'il avait bien fallu faire
05 - À un dîner d'athées;route. Le comte et la comtesse de;Savigny;, qui passaient pour s'adorer, vivaient, il est vrai
05 - À un dîner d'athées;si c'était une visite d'hommes,;Hauteclaire;pouvait ne pas paraître. Et si c'était une visite de
05 - À un dîner d'athées;qu'elle épaississait à dessein, -- car;Hauteclaire;(je vous l'ai dit) avait toujours eu cette fierté
05 - À un dîner d'athées;. Quant aux gens de M. de;Savigny;, avec lesquels elle était bien obligée de vivre, s'ils
05 - À un dîner d'athées;, c'est que l'éclatante beauté de;Hauteclaire;n'eût pas été un obstacle à son entrée dans le service
05 - À un dîner d'athées;entrée dans le service de la comtesse de;Savigny;, qui aimait son mari et qui devait en être jalouse.
05 - À un dîner d'athées;le moins que les femmes des paladins de;Charlemagne;", ne supposaient pas (grave erreur ; mais elles n'avaient"
05 - À un dîner d'athées;elles n'avaient pas lu le Mariage de;Figaro;!) que la plus belle fille de chambre fût plus pour
05 - À un dîner d'athées;quittant l'étrier, que la comtesse de;Savigny;avait ses raisons pour se croire aimée, et qu'après tout
05 - À un dîner d'athées;, et qu'après tout ce sacripant de;Savigny;était bien de taille, si le doute la prenait, à
05 - À un dîner d'athées;ajouter à ces raisons -là. » --;Hum;! -- fis -je sceptiquement au docteur, que je ne pus
05 - À un dîner d'athées;pas à la situation son imprudence. «;Certes;", non ! -- répondit -il ; -- mais, si c'"
05 - À un dîner d'athées;ce grand connaisseur en nature humaine. --;Il;est des passions que l'imprudence allume, et qui, sans
05 - À un dîner d'athées;, il est évident que l'article du;Code;qui s'applique au mari coupable d'avoir, -- comme elle
05 - À un dîner d'athées;". est d'autant plus grand ; et";Savigny;, en s'y exposant, y trouvait peut-être la seule anxieuse
05 - À un dîner d'athées;pouvez le croire, -- continua le docteur;Torty;", -- j'étais au château de bonne heure ; mais ni"
05 - À un dîner d'athées;certain, c'est que le comte de;Savigny;et Hauteclaire Stassin jouaient la plus effroyablement impudente des comédies avec la
05 - À un dîner d'athées;c'est que le comte de Savigny et;Hauteclaire;Stassin jouaient la plus effroyablement impudente des comédies avec la simplicité d'
05 - À un dîner d'athées;est que le comte de Savigny et Hauteclaire;Stassin;jouaient la plus effroyablement impudente des comédies avec la simplicité d'acteurs
05 - À un dîner d'athées;toutes les classes, fort passionnées. Mlle;Delphine;de Cantor, élevée aux Bénédictines où, sans nulle vocation religieuse
05 - À un dîner d'athées;classes, fort passionnées. Mlle Delphine de;Cantor;, élevée aux Bénédictines où, sans nulle vocation religieuse, elle
05 - À un dîner d'athées;au moment où elle épousa le comte de;Savigny;, qu'elle aima, ou crut aimer, avec la facilité
05 - À un dîner d'athées;être broyée sous les pieds de cette fière;Hauteclaire;, qui s'était courbée devant elle jusqu'au rôle de servante
05 - À un dîner d'athées;de ce mince visage, un menton de;Fulvie;sur les médailles romaines, égaré au bas de ce minois chiffonné
05 - À un dîner d'athées;embarrasser le jugement. Pour les pieds de;Hauteclaire;", c'était peut-être de là que viendrait l'obstacle ; --"
05 - À un dîner d'athées;de la complicité de son mari et de;Hauteclaire;dans le crime domestique dont sa maison était le silencieux et discret
05 - À un dîner d'athées;sentiments jaloux ? Qu'était -ce ?...;Elle;avait une réserve un peu hautaine avec tout le monde, excepté
05 - À un dîner d'athées;plus rien. Demandez à M. de;Savigny;, si vous tenez à le savoir, docteur, car c'
05 - À un dîner d'athées;pas qu'elle ait un défaut. --;Moi;, je lui en connais un, madame la comtesse, --
05 - À un dîner d'athées;dis -je en affectant la gravité. --;Ah;! et lequel ? -- fit -elle languissamment, avec le désintérêt
05 - À un dîner d'athées;elle étudiait attentivement ses lèvres pâles. --;Elle;"est trop belle, -- dis -je ; -- elle est réellement"
05 - À un dîner d'athées;jours, on vous l'enlèvera. --;Vous;croyez ? -- fit -elle, toujours se regardant, et toujours
05 - À un dîner d'athées;avez pour elles qui les en empêche.;Eulalie;a le service charmant, mais elle abuserait comme les autres de
05 - À un dîner d'athées;. Et il ne fut plus question d';Eulalie;ce jour -là. La comtesse était absolument abusée. Qui ne
05 - À un dîner d'athées;moments où j'étais tenté de croire à;Eulalie;. Savigny avait beaucoup moins qu'elle, lui qui aurait dû
05 - À un dîner d'athées;j'étais tenté de croire à Eulalie.;Savigny;avait beaucoup moins qu'elle, lui qui aurait dû l'avoir
05 - À un dîner d'athées;dont elle ne connaissait que les hommes,;Lui;, l'aimant, jouait certainement moins gros jeu qu'elle.
05 - À un dîner d'athées;avec le caractère impétueux qu'on attribuait à;Savigny;. S'il aimait Hauteclaire au point de lui sacrifier sa jeune
05 - À un dîner d'athées;on attribuait à Savigny. S'il aimait;Hauteclaire;au point de lui sacrifier sa jeune femme, il aurait pu
05 - À un dîner d'athées;l'enlever et aller vivre avec elle en;Italie;, -- cela se faisait déjà très bien en ce temps -là
05 - À un dîner d'athées;donc lui qui aimait le moins ?...;Se;laissait -il plutôt aimer par Hauteclaire, plus aimer par elle qu'
05 - À un dîner d'athées;?... Se laissait -il plutôt aimer par;Hauteclaire;, plus aimer par elle qu'il ne l'aimait ?...
05 - À un dîner d'athées;heure, lui avivait la tentation ?...;Ce;que je voyais ne me renseignait pas beaucoup sur Savigny et Hauteclaire
05 - À un dîner d'athées;je voyais ne me renseignait pas beaucoup sur;Savigny;et Hauteclaire... Complices -- ils l'étaient bien, parbleu !
05 - À un dîner d'athées;ne me renseignait pas beaucoup sur Savigny et;Hauteclaire;... Complices -- ils l'étaient bien, parbleu ! -- dans
05 - À un dîner d'athées;cet adultère, quels étaient -ils ?...;Quelle;était la situation respective de ces deux êtres l'un vis-à-vis de
05 - À un dîner d'athées;algèbre, je tenais à la dégager.;Savigny;"était irréprochable pour sa femme ; mais lorsque Hauteclaire-Eulalie était là,"
05 - À un dîner d'athées;"était irréprochable pour sa femme ; mais lorsque";Hauteclaire-Eulalie;était là, il avait, pour moi qui l'ajustais du
05 - À un dîner d'athées;femme que cette petite pensionnaire, élevée aux;Bénédictines;, et qu'il avait épousée... On voyait que sa main
05 - À un dîner d'athées;sa main avait peur de rencontrer celle de;Hauteclaire;, comme si, la touchant par hasard, il lui eût
05 - À un dîner d'athées;été impossible de ne pas la prendre.;Hauteclaire;"n'avait point de ces embarras ; de ces précautions épouvantées..."
05 - À un dîner d'athées;il y en avait un, et le;Diable;dans son enfer, elle semblait vouloir agacer, tout ensemble,
05 - À un dîner d'athées;ma visite tombait pendant le dîner, que;Savigny;faisait pieusement auprès du lit de sa femme. C'était elle
05 - À un dîner d'athées;se pencher un peu par-dessus l'épaule de;Savigny;, et je la surpris qui, en les y mettant,
05 - À un dîner d'athées;conjugale, comme dit ce vieux Prudhomme de;Code;, c'est à ce moment -là que je le compris !
05 - À un dîner d'athées;excepté les pâleurs et les transes réprimées de;Savigny;, je ne voyais rien du roman qu'ils faisaient entre eux
05 - À un dîner d'athées;aussi trompés que la comtesse. Ils prenaient;Hauteclaire;de très bonne foi pour une des leurs, et j'en
05 - À un dîner d'athées;énervé ont appelée du nom d'anémie.;Savigny;et Hauteclaire continuaient de jouer, avec la même perfection, la
05 - À un dîner d'athées;appelée du nom d'anémie. Savigny et;Hauteclaire;continuaient de jouer, avec la même perfection, la très difficile
05 - À un dîner d'athées;un peu de fatigue dans les acteurs.;Serlon;avait maigri, et j'avais entendu dire à V... :
05 - À un dîner d'athées;Quel bon mari que ce M. de;Savigny;! Il est déjà tout changé de la maladie de sa femme
05 - À un dîner d'athées;"chose donc que de s'aimer ! """;Hauteclaire;, à la beauté immobile, avait les yeux battus, pas
05 - À un dîner d'athées;de leur cercle violâtre. Cette maigreur de;Savigny;, du reste, et ces yeux cernés de Hauteclaire, pouvaient
05 - À un dîner d'athées;du reste, et ces yeux cernés de;Hauteclaire;, pouvaient venir d'autre chose que de la vie compressive qu'
05 - À un dîner d'athées;les alentours, je revins le soir par;Savigny;. Mon intention était d'entrer au château, comme à l'
05 - À un dîner d'athées;croissant, la pointe des hauts sapins de;Savigny;, derrière lesquels elle allait disparaître... --... Êtes -vous allé
05 - À un dîner d'athées;... --... Êtes -vous allé parfois à;Savigny;? -- fit le docteur, en s'interrompant tout à coup
05 - À un dîner d'athées;et dont une fenêtre était ouverte : --;Tiens;! -- fis -je, admirant la force des goûts et des
05 - À un dîner d'athées;amour ! Il était évident que c'était;Serlon;et Hauteclaire qui faisaient des armes à cette heure. On entendait
05 - À un dîner d'athées;Il était évident que c'était Serlon et;Hauteclaire;qui faisaient des armes à cette heure. On entendait les épées
05 - À un dîner d'athées;dans l'ombre du bois de sapins.;Serlon;et Hauteclaire vinrent s'accouder sur la rampe en fer du balcon
05 - À un dîner d'athées;ombre du bois de sapins. Serlon et;Hauteclaire;vinrent s'accouder sur la rampe en fer du balcon. Je
05 - À un dîner d'athées;, mettait en relief leur double silhouette.;Hauteclaire;était vêtue, si cela s'appelle vêtue, comme je l'
05 - À un dîner d'athées;en prenaient si juste le contour musclé.;Savigny;portait à peu près le même costume. Sveltes et robustes tous
05 - À un dîner d'athées;belles statues de la Jeunesse et de la;Force;. Vous venez tout à l'heure d'admirer dans ce jardin
05 - À un dîner d'athées;eux. Il y eut un moment où;Savigny;laissa tomber passionnément son bras autour de cette taille d'amazone qui
05 - À un dîner d'athées;en fit pas... Et, la fière;Hauteclaire;se suspendant presque en même temps au cou de Serlon, ils
05 - À un dîner d'athées;suspendant presque en même temps au cou de;Serlon;, ils formèrent, à eux deux, ce fameux et voluptueux
05 - À un dîner d'athées;deux, ce fameux et voluptueux groupe de;Canova;qui est dans toutes les mémoires, et ils restèrent ainsi sculptés
05 - À un dîner d'athées;. Le lendemain matin, j'allai à;Savigny;. Je trouvai Hauteclaire redevenue Eulalie, assise dans l'embrasure d'
05 - À un dîner d'athées;allai à Savigny. Je trouvai Hauteclaire redevenue;Eulalie;, assise dans l'embrasure d'une des fenêtres du long corridor
05 - À un dîner d'athées;jours, et qui ressemble au hennin d';Isabeau;de Bavière, les yeux sur son travail et les joues voilées
05 - À un dîner d'athées;et qui ressemble au hennin d'Isabeau de;Bavière;, les yeux sur son travail et les joues voilées par ces
05 - À un dîner d'athées;les désirs qu'ils faisaient naître. Chez;Hauteclaire;, c'est surtout l'animal qui est superbe. Nulle femme
05 - À un dîner d'athées;les hommes l'appelaient entre eux : Mademoiselle;Esaü;... Le Diable apprend aux femmes ce qu'elles sont, ou
05 - À un dîner d'athées;appelaient entre eux : Mademoiselle Esaü... Le;Diable;apprend aux femmes ce qu'elles sont, ou plutôt elles l'
05 - À un dîner d'athées;sont, ou plutôt elles l'apprendraient au;Diable;, s'il pouvait l'ignorer... Hauteclaire, si peu coquette
05 - À un dîner d'athées;Diable, s'il pouvait l'ignorer...;Hauteclaire;, si peu coquette pourtant, avait en écoutant, quand on
05 - À un dîner d'athées;pour troubler l'âme, nous dit la;Bible;. Elle savait bien les idées que ce jeu faisait naître !
05 - À un dîner d'athées;jouant avec la flamme, même en regardant;Savigny;". Mon cher, ma parenthèse est longue ; mais tout ce"
05 - À un dîner d'athées;qui vous fera bien connaître ce qu'était;Hauteclaire;Stassin importe à mon histoire... Ce jour -là, elle fut
05 - À un dîner d'athées;vous fera bien connaître ce qu'était Hauteclaire;Stassin;importe à mon histoire... Ce jour -là, elle fut bien
05 - À un dîner d'athées;pour l'acier, et qui, au;Moyen;Age, aurait porté la cuirasse. Elle se tint debout devant
05 - À un dîner d'athées;trouvai le visage fatigué de sa nuit.;Savigny;, qui n'était pas là quand j'étais arrivé, entra
05 - À un dîner d'athées;avide nez en bec de corbin : «;Oh;"! pour impatienté, il l'était réellement ; mais ce n'"
05 - À un dîner d'athées;peut-être de ce moment -là... » --;Quoi;! docteur, ils auraient donc ?... Je n'achevai pas
05 - À un dîner d'athées;«... Par sa femme de chambre,;Eulalie;, qui avait pris une fiole l'une pour l'autre et
05 - À un dîner d'athées;. Mais je savais, moi, qu';Eulalie;, c'était Hauteclaire ! Mais je les avais vus, tous
05 - À un dîner d'athées;, moi, qu'Eulalie, c'était;Hauteclaire;! Mais je les avais vus, tous deux, faire le
05 - À un dîner d'athées;, tous deux, faire le groupe de;Canova;, au balcon ! Le monde n'avait pas vu ce que
05 - À un dîner d'athées;cette catastrophe, on apprit que le comte;Serlon;de Savigny épousait publiquement la fille à Stassin, -- car il
05 - À un dîner d'athées;, on apprit que le comte Serlon de;Savigny;épousait publiquement la fille à Stassin, -- car il fallut bien
05 - À un dîner d'athées;Serlon de Savigny épousait publiquement la fille à;Stassin;, -- car il fallut bien déclencher qui elle était, la
05 - À un dîner d'athées;chauds encore de sa première femme, Mlle;Delphine;de Cantor, oh ! alors, ce fut un grondement de
05 - À un dîner d'athées;de sa première femme, Mlle Delphine de;Cantor;, oh ! alors, ce fut un grondement de tonnerre de
05 - À un dîner d'athées;qui fit montrer au doigt le comte de;Savigny;et l'isola comme un pestiféré. Cela suffisait bien, du
05 - À un dîner d'athées;! Ce déshonneur s'étendit et resta sur;Serlon;comme une souillure. Quant à l'horrible bourdonnement du crime soupçonné
05 - À un dîner d'athées;, docteur ? -- interrompis -je. --;C';était moi, en effet, -- reprit -il, -- mais
05 - À un dîner d'athées;crabe qui formait sa redoutable main. «;Vous;vous doutez bien, -- continua-t -il, -- que je fus
05 - À un dîner d'athées;le suivis, du même galop, à;Savigny;. Quand j'arrivai, -- cela avait -il été calculé ?
05 - À un dîner d'athées;d'arrêter les ravages de l'empoisonnement.;Serlon;, dévasté de physionomie, vint au devant de moi dans la
05 - À un dîner d'athées;trompée. (Il évitait de dire :;Eulalie;, que tout le monde nommait le lendemain.) Mais,
05 - À un dîner d'athées;tout le monde nommait le lendemain.);Mais;, docteur, ce n'est pas possible ! Est -ce que
05 - À un dîner d'athées;encre double serait un poison ?... --;Cela;dépend des substances avec quoi elle est faite, -- repartis -je
05 - À un dîner d'athées;est faite, -- repartis -je. --;Il;m'introduisit chez la comtesse, épuisée de douleur, et dont
05 - À un dîner d'athées;avait -elle eu peur de moi ?...;Ah;! je n'avais encore que d'incertaines données... La comtesse
05 - À un dîner d'athées;s'était soulevée sur son coude. --;Ah;"! vous voilà, docteur, -- dit -elle ; -- mais"
05 - À un dîner d'athées;le médecin qu'il fallait envoyer chercher,;Serlon;, c'était le prêtre. Allez ! donnez des ordres pour
05 - À un dîner d'athées;menton dont je vous ai parlé. --;Même;moi ? -- dit Savigny, faiblement. -- Même vous,
05 - À un dîner d'athées;parlé. -- Même moi ? -- dit;Savigny;, faiblement. -- Même vous, -- fit -elle. Et
05 - À un dîner d'athées;? -- dit Savigny, faiblement. --;Même;vous, -- fit -elle. Et elle ajouta, presque caressante
05 - À un dîner d'athées;Et elle ajouta, presque caressante : --;Vous;savez, mon ami, que les femmes ont surtout des pudeurs
05 - À un dîner d'athées;De douce, elle devint fauve. --;Docteur;, -- dit -elle d'une voix haineuse, -- ce n'
05 - À un dîner d'athées;ma mort, c'est un crime.;Serlon;aime Eulalie, et elle m'a empoisonnée ! Je ne vous
05 - À un dîner d'athées;vos remèdes. Je veux mourir. --;Alors;, pourquoi m'avez -vous fait venir, madame la comtesse ?
05 - À un dîner d'athées;voici pourquoi, reprit -elle haletante... --;C';est pour vous dire qu'ils m'ont empoisonnée, et pour
